,platform,launch_month,ad_category_id,dev_cost,marketing_cost,users_reached,downloads_or_accesses,avg_bounce_rate,cumulative_feedback_from_customers,city_id
19577,Responsive Web Version,2021-06,A003,252176,67459,23042,10292,98.17,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C417
19578,Responsive Web Version,2021-07,A004,242759,50255,17857,15374,39.54,"The site takes too long to load on average phones.
People didn’t wait around.",C417
19579,Responsive Web Version,2021-08,A003,186550,71066,32139,11950,78.67,nan,C417
19580,Responsive Web Version,2021-09,A003,77573,79590,18195,11658,52.31,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C417
19581,Responsive Web Version,2021-10,A004,237258,66958,25357,2589,76.0,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C417
19582,Responsive Web Version,2021-11,A004,150398,73648,55120,20439,44.78,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C417
19583,Responsive Web Version,2021-12,A002,141933,113729,24476,16153,62.07,"The site takes too long to load on average phones.
People didn’t wait around.",C417
19584,PDF WhatsApp Push,2021-01,A003,163877,72402,31217,9850,64.59,nan,C418
19585,PDF WhatsApp Push,2021-02,A002,228489,102590,34348,17971,38.8,nan,C418
19586,PDF WhatsApp Push,2021-03,A002,283876,108488,25330,10852,72.82,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19587,PDF WhatsApp Push,2021-04,A001,239501,105160,35418,16883,70.33,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C418
19588,PDF WhatsApp Push,2021-05,A002,164917,75006,29273,12912,77.57,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19589,PDF WhatsApp Push,2021-06,A002,157176,86179,19374,10344,92.78,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19590,PDF WhatsApp Push,2021-07,A002,170757,46039,47939,15023,83.37,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19591,PDF WhatsApp Push,2021-08,A001,187678,81634,43535,3350,67.89,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C418
19592,PDF WhatsApp Push,2021-09,A001,282843,52832,27976,12384,74.41,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19593,PDF WhatsApp Push,2021-10,A004,117074,6149,11717,19907,49.8,nan,C418
19594,PDF WhatsApp Push,2021-11,A001,202524,69035,33935,19527,50.5,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C418
19595,PDF WhatsApp Push,2021-12,A004,185855,64752,28588,26187,76.12,nan,C418
19596,E-paper Mobile Web,2021-01,A004,205083,52341,16899,15922,79.34,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19597,E-paper Mobile Web,2021-02,A004,112191,46928,16743,9886,57.28,nan,C418
19598,E-paper Mobile Web,2021-03,A004,249440,47323,34216,11724,47.16,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19599,E-paper Mobile Web,2021-04,A002,233675,62705,24452,20138,76.02,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19600,E-paper Mobile Web,2021-05,A002,157820,42833,45047,15791,73.58,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19601,E-paper Mobile Web,2021-06,A002,236550,51575,6419,5628,52.23,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19602,E-paper Mobile Web,2021-07,A002,169535,55049,15448,15088,83.71,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19603,E-paper Mobile Web,2021-08,A001,202609,54032,19713,24864,62.08,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19604,E-paper Mobile Web,2021-09,A002,176673,70090,17491,21540,46.62,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C418
19605,E-paper Mobile Web,2021-10,A002,147768,45163,31963,7587,83.34,nan,C418
19606,E-paper Mobile Web,2021-11,A004,173698,38473,37627,4376,69.93,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19607,E-paper Mobile Web,2021-12,A001,212879,112239,34153,-135,66.3,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19608,Mobile App Beta,2021-01,A003,225798,45279,29746,14753,69.89,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C418
19609,Mobile App Beta,2021-02,A003,171144,80593,32563,15554,64.52,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19610,Mobile App Beta,2021-03,A003,178757,92032,21756,17163,63.03,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19611,Mobile App Beta,2021-04,A003,167827,59104,25167,10692,76.35,nan,C418
19612,Mobile App Beta,2021-05,A002,140910,93681,12894,19199,53.75,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19613,Mobile App Beta,2021-06,A004,221689,29307,21475,14494,45.23,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19614,Mobile App Beta,2021-07,A002,259272,59059,24251,12825,54.07,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19615,Mobile App Beta,2021-08,A004,93135,75116,18973,9201,43.58,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C418
19616,Mobile App Beta,2021-09,A003,152839,78304,28604,19084,72.55,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19617,Mobile App Beta,2021-10,A003,209289,73116,15155,16026,35.75,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19618,Mobile App Beta,2021-11,A004,214573,55530,26663,11318,76.11,nan,C418
19619,Mobile App Beta,2021-12,A003,196833,70703,36630,13156,80.72,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C418
19620,Responsive Web Version,2021-01,A004,211611,66059,34415,7773,38.25,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C418
19621,Responsive Web Version,2021-02,A001,156411,93931,24302,16115,49.32,nan,C418
19622,Responsive Web Version,2021-03,A004,108630,66510,27338,12340,47.59,nan,C418
19623,Responsive Web Version,2021-04,A002,270068,30996,31522,17928,70.97,nan,C418
19624,Responsive Web Version,2021-05,A004,232980,60729,36465,24469,69.55,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19625,Responsive Web Version,2021-06,A002,238549,66236,9970,14393,68.45,nan,C418
19626,Responsive Web Version,2021-07,A001,187708,74338,6792,6433,41.72,"The site takes too long to load on average phones.
People didn’t wait around.",C418
19627,Responsive Web Version,2021-08,A002,130426,63955,40687,14904,47.95,nan,C418
19628,Responsive Web Version,2021-09,A001,183164,86411,24326,11292,50.84,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C418
19629,Responsive Web Version,2021-10,A001,240151,59856,22361,14486,99.51,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19630,Responsive Web Version,2021-11,A004,189492,74777,21501,19747,48.31,nan,C418
19631,Responsive Web Version,2021-12,A003,195099,88048,43926,16634,68.83,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C418
19632,PDF WhatsApp Push,2021-01,A001,138330,57661,20274,16119,56.45,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19633,PDF WhatsApp Push,2021-02,A004,235556,123385,3234,8864,51.05,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19634,PDF WhatsApp Push,2021-03,A003,299388,53953,25516,16654,43.77,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19635,PDF WhatsApp Push,2021-04,A003,185294,87689,31624,15624,86.54,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19636,PDF WhatsApp Push,2021-05,A004,272163,77716,23511,5496,54.51,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19637,PDF WhatsApp Push,2021-06,A004,237596,94007,32431,8217,72.26,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19638,PDF WhatsApp Push,2021-07,A001,215160,99889,48999,20511,44.86,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19639,PDF WhatsApp Push,2021-08,A001,124921,57689,10052,10440,57.68,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19640,PDF WhatsApp Push,2021-09,A003,208423,77988,27200,20345,71.93,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19641,PDF WhatsApp Push,2021-10,A004,136268,90372,28886,11769,76.21,nan,C419
19642,PDF WhatsApp Push,2021-11,A002,268914,88728,20105,18375,67.08,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19643,PDF WhatsApp Push,2021-12,A002,193133,44874,31780,4654,49.82,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19644,E-paper Mobile Web,2021-01,A001,160161,85106,13998,18296,72.18,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19645,E-paper Mobile Web,2021-02,A002,241039,76454,28387,13929,66.47,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19646,E-paper Mobile Web,2021-03,A002,122736,56937,18366,13224,86.73,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19647,E-paper Mobile Web,2021-04,A001,270519,41605,41134,12589,62.42,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19648,E-paper Mobile Web,2021-05,A003,224383,63703,37646,13229,78.2,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19649,E-paper Mobile Web,2021-06,A004,190405,62249,16175,10850,86.57,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19650,E-paper Mobile Web,2021-07,A004,137262,66308,24686,15631,59.07,nan,C419
19651,E-paper Mobile Web,2021-08,A004,214137,74766,29706,11000,71.22,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19652,E-paper Mobile Web,2021-09,A003,221575,85214,34436,17504,72.49,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19653,E-paper Mobile Web,2021-10,A004,106832,93129,33312,10013,71.74,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19654,E-paper Mobile Web,2021-11,A001,100824,83088,18066,8760,96.79,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19655,E-paper Mobile Web,2021-12,A003,184982,36215,29646,17993,74.74,nan,C419
19656,Mobile App Beta,2021-01,A004,320534,75801,31180,19858,54.87,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19657,Mobile App Beta,2021-02,A001,179514,70244,19977,9602,43.7,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19658,Mobile App Beta,2021-03,A003,149378,44879,16286,13443,58.05,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19659,Mobile App Beta,2021-04,A001,234062,44180,43897,16627,81.33,nan,C419
19660,Mobile App Beta,2021-05,A001,218834,111704,34228,11625,67.95,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19661,Mobile App Beta,2021-06,A003,235296,75394,28931,20482,69.37,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19662,Mobile App Beta,2021-07,A004,227012,89220,27995,15912,74.59,nan,C419
19663,Mobile App Beta,2021-08,A001,222225,94881,22228,12866,69.16,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19664,Mobile App Beta,2021-09,A002,247447,44463,-1446,14653,56.04,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19665,Mobile App Beta,2021-10,A001,241855,46618,22739,18160,69.96,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19666,Mobile App Beta,2021-11,A002,161126,110975,31698,12124,66.06,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19667,Mobile App Beta,2021-12,A002,225438,69934,28221,18353,55.07,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19668,Responsive Web Version,2021-01,A002,239364,56569,25576,18870,51.28,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19669,Responsive Web Version,2021-02,A002,107752,58709,36308,12420,68.64,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19670,Responsive Web Version,2021-03,A001,159966,84801,18342,9709,46.94,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19671,Responsive Web Version,2021-04,A003,237401,66021,24813,9521,48.31,nan,C419
19672,Responsive Web Version,2021-05,A001,169008,54619,17126,15092,88.11,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19673,Responsive Web Version,2021-06,A002,175882,51415,21773,23228,58.58,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C419
19674,Responsive Web Version,2021-07,A004,153407,79963,40623,11312,55.5,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19675,Responsive Web Version,2021-08,A004,209550,52318,27112,9795,70.42,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C419
19676,Responsive Web Version,2021-09,A003,193966,95977,26933,7789,39.59,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19677,Responsive Web Version,2021-10,A003,148770,89969,28208,10744,49.92,nan,C419
19678,Responsive Web Version,2021-11,A002,237963,69120,28618,20350,82.46,"The site takes too long to load on average phones.
People didn’t wait around.",C419
19679,Responsive Web Version,2021-12,A001,256973,87531,16114,9708,73.28,nan,C419
19680,PDF WhatsApp Push,2021-01,A004,235695,48061,36687,7255,77.73,nan,C420
19681,PDF WhatsApp Push,2021-02,A001,170339,37723,25589,11207,48.06,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19682,PDF WhatsApp Push,2021-03,A002,229689,94504,33561,9499,67.97,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19683,PDF WhatsApp Push,2021-04,A003,219865,55241,24476,20924,73.96,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19684,PDF WhatsApp Push,2021-05,A001,171791,26168,13433,20094,63.01,nan,C420
19685,PDF WhatsApp Push,2021-06,A002,255282,75146,21401,19365,55.86,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19686,PDF WhatsApp Push,2021-07,A001,228150,62994,29716,16463,64.7,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C420
19687,PDF WhatsApp Push,2021-08,A004,289961,75388,17221,11874,58.57,nan,C420
19688,PDF WhatsApp Push,2021-09,A001,263918,84084,28482,12975,46.35,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C420
19689,PDF WhatsApp Push,2021-10,A001,250384,88111,31196,8390,65.92,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19690,PDF WhatsApp Push,2021-11,A001,259828,49077,21562,13092,95.39,nan,C420
19691,PDF WhatsApp Push,2021-12,A003,186923,62833,49329,14145,72.0,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19692,E-paper Mobile Web,2021-01,A004,197557,72715,37466,11223,74.1,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19693,E-paper Mobile Web,2021-02,A001,231252,57065,35656,15152,73.31,nan,C420
19694,E-paper Mobile Web,2021-03,A003,162201,56974,20022,14834,73.98,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C420
19695,E-paper Mobile Web,2021-04,A001,270042,79192,35522,16973,72.7,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19696,E-paper Mobile Web,2021-05,A003,307831,108096,26891,17396,70.84,nan,C420
19697,E-paper Mobile Web,2021-06,A003,198892,41950,30878,19335,102.42,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19698,E-paper Mobile Web,2021-07,A003,238543,85069,10734,20517,48.85,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19699,E-paper Mobile Web,2021-08,A002,89352,53623,23924,21598,65.11,nan,C420
19700,E-paper Mobile Web,2021-09,A001,224591,52334,25325,20141,68.42,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C420
19701,E-paper Mobile Web,2021-10,A003,181212,66266,43862,12278,52.43,nan,C420
19702,E-paper Mobile Web,2021-11,A003,215767,50829,36313,10027,40.2,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C420
19703,E-paper Mobile Web,2021-12,A004,191993,75070,21866,12726,57.61,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C420
19704,Mobile App Beta,2021-01,A003,158081,84260,7080,8910,66.11,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C420
19705,Mobile App Beta,2021-02,A004,163642,81850,31862,16059,45.38,nan,C420
19706,Mobile App Beta,2021-03,A004,245396,83441,25917,25951,79.51,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19707,Mobile App Beta,2021-04,A003,205538,36801,36594,17141,70.85,nan,C420
19708,Mobile App Beta,2021-05,A003,90544,55343,29922,17719,72.26,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C420
19709,Mobile App Beta,2021-06,A002,212707,55546,28094,15769,51.81,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19710,Mobile App Beta,2021-07,A001,237027,48150,5402,17617,77.53,nan,C420
19711,Mobile App Beta,2021-08,A001,173005,42473,-425,15642,61.55,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19712,Mobile App Beta,2021-09,A004,165436,61954,16141,12546,87.38,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C420
19713,Mobile App Beta,2021-10,A003,206573,76670,24961,20677,90.43,nan,C420
19714,Mobile App Beta,2021-11,A002,184080,64296,13400,13420,85.82,nan,C420
19715,Mobile App Beta,2021-12,A003,231776,14897,5141,19770,67.86,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19716,Responsive Web Version,2021-01,A002,199543,74635,16392,18168,76.73,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C420
19717,Responsive Web Version,2021-02,A001,209976,59349,22392,12719,44.86,nan,C420
19718,Responsive Web Version,2021-03,A001,206129,58960,23146,4070,51.17,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C420
19719,Responsive Web Version,2021-04,A004,184202,72435,21945,9121,63.73,nan,C420
19720,Responsive Web Version,2021-05,A003,198842,55586,32333,21727,80.37,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C420
19721,Responsive Web Version,2021-06,A001,173471,75109,27344,16882,68.21,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C420
19722,Responsive Web Version,2021-07,A002,139979,14068,27920,19210,93.26,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19723,Responsive Web Version,2021-08,A002,171175,95670,16249,14705,44.47,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19724,Responsive Web Version,2021-09,A003,226150,94978,31065,15879,70.47,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19725,Responsive Web Version,2021-10,A003,136994,71861,16692,14882,76.53,nan,C420
19726,Responsive Web Version,2021-11,A001,223516,60446,27149,14913,62.52,"The site takes too long to load on average phones.
People didn’t wait around.",C420
19727,Responsive Web Version,2021-12,A002,212637,77726,29327,16250,28.86,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C420
19728,PDF WhatsApp Push,2021-01,A001,216162,47382,13964,9406,94.72,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19729,PDF WhatsApp Push,2021-02,A001,231760,41902,12116,19628,57.34,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C421
19730,PDF WhatsApp Push,2021-03,A002,234843,77361,44952,21786,34.51,nan,C421
19731,PDF WhatsApp Push,2021-04,A001,277207,62358,17696,13439,53.85,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19732,PDF WhatsApp Push,2021-05,A001,184120,75775,24096,8905,66.51,nan,C421
19733,PDF WhatsApp Push,2021-06,A004,271848,81965,23943,20078,81.66,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19734,PDF WhatsApp Push,2021-07,A002,143064,50513,21853,16114,66.47,nan,C421
19735,PDF WhatsApp Push,2021-08,A003,294137,90723,32017,19334,70.83,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C421
19736,PDF WhatsApp Push,2021-09,A003,142073,95437,32624,18171,70.81,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19737,PDF WhatsApp Push,2021-10,A002,241049,76297,16515,16619,78.4,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19738,PDF WhatsApp Push,2021-11,A003,212553,72637,52801,10593,55.43,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C421
19739,PDF WhatsApp Push,2021-12,A001,137165,78251,25631,21051,69.29,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C421
19740,E-paper Mobile Web,2021-01,A002,148655,62045,23050,22510,54.05,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C421
19741,E-paper Mobile Web,2021-02,A004,117560,61117,26230,18235,70.11,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19742,E-paper Mobile Web,2021-03,A003,210369,61868,43246,13428,59.68,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19743,E-paper Mobile Web,2021-04,A001,180689,68847,23872,9614,76.17,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19744,E-paper Mobile Web,2021-05,A003,243471,85713,25003,22747,89.64,nan,C421
19745,E-paper Mobile Web,2021-06,A001,213960,107283,45420,13568,62.11,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19746,E-paper Mobile Web,2021-07,A002,191517,76565,21988,19052,59.88,nan,C421
19747,E-paper Mobile Web,2021-08,A004,115140,46855,18577,20881,60.29,nan,C421
19748,E-paper Mobile Web,2021-09,A001,290452,51886,37537,19698,75.67,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19749,E-paper Mobile Web,2021-10,A004,224437,46737,31554,16796,43.43,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19750,E-paper Mobile Web,2021-11,A004,235095,67762,24515,8143,56.66,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19751,E-paper Mobile Web,2021-12,A001,204967,87598,22329,19782,74.39,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C421
19752,Mobile App Beta,2021-01,A002,191368,81246,10807,28138,55.13,nan,C421
19753,Mobile App Beta,2021-02,A002,233812,62681,26011,22046,59.68,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19754,Mobile App Beta,2021-03,A001,263806,61420,20131,20044,68.89,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19755,Mobile App Beta,2021-04,A003,162467,63722,12088,11327,74.96,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19756,Mobile App Beta,2021-05,A004,208670,78645,11504,12834,72.74,nan,C421
19757,Mobile App Beta,2021-06,A003,155205,73428,31218,10749,74.99,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C421
19758,Mobile App Beta,2021-07,A004,187375,70730,15902,12528,73.53,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19759,Mobile App Beta,2021-08,A004,227248,72803,14417,23091,96.4,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19760,Mobile App Beta,2021-09,A004,236040,21995,21459,12877,77.8,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19761,Mobile App Beta,2021-10,A002,146540,80303,16788,14219,83.51,nan,C421
19762,Mobile App Beta,2021-11,A004,148467,90311,41208,15656,52.0,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19763,Mobile App Beta,2021-12,A001,74774,67837,23203,13917,88.79,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19764,Responsive Web Version,2021-01,A004,235622,87022,6905,7511,72.59,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19765,Responsive Web Version,2021-02,A001,267761,97775,22738,25161,65.85,nan,C421
19766,Responsive Web Version,2021-03,A003,243383,53481,21074,13983,50.6,nan,C421
19767,Responsive Web Version,2021-04,A003,196576,60630,22766,21747,61.87,nan,C421
19768,Responsive Web Version,2021-05,A004,203248,79296,31541,16352,73.32,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19769,Responsive Web Version,2021-06,A001,188360,75883,14754,17075,88.44,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19770,Responsive Web Version,2021-07,A003,152345,121617,30892,16431,86.49,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C421
19771,Responsive Web Version,2021-08,A002,100876,38684,38022,21537,75.77,nan,C421
19772,Responsive Web Version,2021-09,A004,169572,85830,20890,14500,63.95,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19773,Responsive Web Version,2021-10,A002,171550,43150,22964,19995,70.27,"The site takes too long to load on average phones.
People didn’t wait around.",C421
19774,Responsive Web Version,2021-11,A003,238249,50774,22361,21941,86.71,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C421
19775,Responsive Web Version,2021-12,A003,237524,93115,25631,16829,35.53,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C421
19776,PDF WhatsApp Push,2021-01,A001,224182,88281,23154,17566,61.17,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19777,PDF WhatsApp Push,2021-02,A003,186366,91751,-3665,13845,58.66,nan,C422
19778,PDF WhatsApp Push,2021-03,A001,192376,74511,13935,15090,82.63,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19779,PDF WhatsApp Push,2021-04,A004,209662,76077,26085,20696,44.5,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19780,PDF WhatsApp Push,2021-05,A003,214215,64346,34235,8996,53.3,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19781,PDF WhatsApp Push,2021-06,A003,193317,50692,30332,18214,72.99,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19782,PDF WhatsApp Push,2021-07,A004,150406,93415,41100,6247,47.91,nan,C422
19783,PDF WhatsApp Push,2021-08,A004,165470,117520,23853,9218,70.96,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19784,PDF WhatsApp Push,2021-09,A003,209645,66954,24361,7752,47.24,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19785,PDF WhatsApp Push,2021-10,A002,121436,88154,20378,25612,54.86,nan,C422
19786,PDF WhatsApp Push,2021-11,A002,216466,84626,28692,17035,84.06,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19787,PDF WhatsApp Push,2021-12,A004,205003,85672,25421,9853,47.35,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C422
19788,E-paper Mobile Web,2021-01,A003,178083,109424,31590,7314,82.79,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19789,E-paper Mobile Web,2021-02,A003,204933,111748,30966,7440,88.0,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19790,E-paper Mobile Web,2021-03,A003,167795,66734,33901,7502,61.95,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19791,E-paper Mobile Web,2021-04,A001,216223,68579,36611,9634,79.23,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19792,E-paper Mobile Web,2021-05,A002,166351,70780,20893,16832,32.98,nan,C422
19793,E-paper Mobile Web,2021-06,A002,265086,65701,27217,15094,92.2,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C422
19794,E-paper Mobile Web,2021-07,A004,220334,92054,32992,23561,58.29,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19795,E-paper Mobile Web,2021-08,A004,168506,58119,23243,18363,93.87,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19796,E-paper Mobile Web,2021-09,A001,182526,90043,22717,10334,101.12,nan,C422
19797,E-paper Mobile Web,2021-10,A003,98561,83777,22597,15648,60.17,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C422
19798,E-paper Mobile Web,2021-11,A002,192087,72943,18272,22368,61.62,nan,C422
19799,E-paper Mobile Web,2021-12,A001,187480,83558,23841,20182,69.58,nan,C422
19800,Mobile App Beta,2021-01,A004,267417,105486,24229,8832,66.02,nan,C422
19801,Mobile App Beta,2021-02,A004,235005,66567,35169,10127,65.26,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C422
19802,Mobile App Beta,2021-03,A004,190897,59715,35672,17904,67.29,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C422
